category,categoryDisplay,id,name,status
hop,Hops,1,Admiral,
hop,Hops,2,Aged / Debittered Hops (Lambic),
hop,Hops,3,Ahtanum,
hop,Hops,4,Amarillo,
hop,Hops,5,Amarillo Gold,
hop,Hops,6,Apollo,
hop,Hops,7,Aquila,
hop,Hops,8,Argentine Cascade,
hop,Hops,9,Aurora,
hop,Hops,10,Auscha (Saaz),
hop,Hops,11,Goldings,
hop,Hops,12,Banner,
hop,Hops,13,Boadicea,
hop,Hops,14,Bobek,
hop,Hops,15,Bor,
hop,Hops,16,Bramling Cross,
hop,Hops,17,Bravo,
hop,Hops,18,Brewer's Gold,
hop,Hops,19,Bullion,
hop,Hops,20,California Ivanhoe,
hop,Hops,21,Calypso,
hop,Hops,22,Cascade,
hop,Hops,23,Celeia,
hop,Hops,24,Centennial,
hop,Hops,25,Challenger,
hop,Hops,26,Chinook,
hop,Hops,27,Citra,
hop,Hops,28,Cluster,
hop,Hops,29,Columbia,
hop,Hops,30,Columbus,
hop,Hops,31,Columbus (Tomahawk),
hop,Hops,32,Comet,
hop,Hops,33,Crystal,
hop,Hops,34,Czech Saaz,
hop,Hops,35,Delta,
hop,Hops,36,East Kent Goldings,
hop,Hops,37,El Dorado,
hop,Hops,38,Eroica,
hop,Hops,39,Experimental 946,
hop,Hops,40,Falconer's Flight,
hop,Hops,41,First Gold,
hop,Hops,42,French Strisserspalt,
hop,Hops,43,Fuggles,
hop,Hops,44,Galaxy,
hop,Hops,45,Galena,
hop,Hops,46,German Magnum,
hop,Hops,47,German Opal,
hop,Hops,48,German Perle,
hop,Hops,49,German Select,
hop,Hops,50,German Tradition,
hop,Hops,51,Glacier,
hop,Hops,55,Green Bullet,
hop,Hops,57,Hallertauer,
hop,Hops,58,Hallertauer Hersbrucker,
hop,Hops,59,Hallertauer Mittelfrueh,
hop,Hops,60,Hallertauer Perle,
hop,Hops,61,Hallertauer Select,
hop,Hops,62,Hallertauer Tradition,
hop,Hops,66,Hallertauer Northern Brewer,
hop,Hops,67,Hallertauer New Zealand,
hop,Hops,68,Heirloom,
hop,Hops,69,Herald,
hop,Hops,71,Hop Shot,
hop,Hops,72,Horizon,
hop,Hops,73,Huller Bitterer,
hop,Hops,74,Junga,
hop,Hops,75,Kent Goldings,
hop,Hops,76,Lexy Green C4,
hop,Hops,77,Liberty,
hop,Hops,78,Lublin,
hop,Hops,79,Magnum,
hop,Hops,80,Marco Polo,
hop,Hops,81,Marynka,
hop,Hops,82,Millenium,
hop,Hops,83,Motueka,
hop,Hops,84,Mt. Hood,
hop,Hops,85,Mt. Rainier,
hop,Hops,86,Nelson Sauvin,
hop,Hops,87,Newport,
hop,Hops,88,Northdown,
hop,Hops,89,Northern Brewer,
hop,Hops,90,Nugget,
hop,Hops,91,Olympic,
hop,Hops,92,Omega,
hop,Hops,93,Orion,
hop,Hops,94,Pacific Gem,
hop,Hops,95,Pacific Jade,
hop,Hops,96,Pacifica,
hop,Hops,97,Palisades,
hop,Hops,98,Perle,
hop,Hops,100,Phoenix,
hop,Hops,101,PIKE,
hop,Hops,102,Pilgrim,
hop,Hops,103,Pioneer,
hop,Hops,104,Premiant,
hop,Hops,105,Premiant (Saaz),
hop,Hops,106,Pride of Ringwood,
hop,Hops,107,Progress,
hop,Hops,108,Rakau,
hop,Hops,109,Record,
hop,Hops,110,Revolution,
hop,Hops,111,Riwaka NZ,
hop,Hops,113,Saaz,
hop,Hops,114,Santiam,
hop,Hops,115,Saphir (German Organic),
hop,Hops,116,Satus,
hop,Hops,117,Spalt Select,
hop,Hops,118,Simcoe,
hop,Hops,120,Sladek (Saaz),
hop,Hops,121,Sonnet,
hop,Hops,122,Sorachi Ace,
hop,Hops,123,Southern Cross,
hop,Hops,124,Southern Promise,
hop,Hops,125,Sovereign,
hop,Hops,126,Spalt,
hop,Hops,128,Spalter,
hop,Hops,130,Sterling,
hop,Hops,131,Sticklebract,
hop,Hops,132,Strisselspalt,
hop,Hops,133,Styrian Aurora,
hop,Hops,134,Styrian Goldings,
hop,Hops,135,Summit,
hop,Hops,136,Sun,
hop,Hops,137,Super Alpha,
hop,Hops,138,Super Galena,
hop,Hops,139,Super Styrians,
hop,Hops,140,Sybilla,
hop,Hops,141,Talisman,
hop,Hops,142,Target,
hop,Hops,143,Tettnanger,
hop,Hops,145,Tomahawk,
hop,Hops,146,Topaz,
hop,Hops,147,Tradition,
hop,Hops,148,Trschitz (Saaz),
hop,Hops,149,Ultra,
hop,Hops,154,Vanguard,
hop,Hops,155,Warrior,
hop,Hops,156,Whitbread Golding,
hop,Hops,157,Willamette,
hop,Hops,158,Wye Target,
hop,Hops,159,Yakima Cluster,
hop,Hops,160,Yakima Goldings,
hop,Hops,161,Yakima Magnum,
hop,Hops,162,Yeoman,
hop,Hops,163,Zenith,
hop,Hops,164,Zeus,
malt,"Malts, Grains & Fermentables",165,Abbey Malt,
malt,"Malts, Grains & Fermentables",166,Acidulated Malt,
malt,"Malts, Grains & Fermentables",171,Sugar (Albion),
malt,"Malts, Grains & Fermentables",172,Munich Malt - Smoked,
malt,"Malts, Grains & Fermentables",181,Amber Malt,
malt,"Malts, Grains & Fermentables",184,Barley - Black,
malt,"Malts, Grains & Fermentables",186,Black Roast,
malt,"Malts, Grains & Fermentables",202,Two-Row Pale Malt - Toasted,
malt,"Malts, Grains & Fermentables",209,Aromatic Malt,
malt,"Malts, Grains & Fermentables",214,Barley - Hulls,
malt,"Malts, Grains & Fermentables",217,Barley - Raw,
malt,"Malts, Grains & Fermentables",218,Barley - Torrefied,
malt,"Malts, Grains & Fermentables",231,Coffee Malt - Light,
malt,"Malts, Grains & Fermentables",234,Pale Malt,
malt,"Malts, Grains & Fermentables",246,Biscuit Malt,
malt,"Malts, Grains & Fermentables",247,Black Malt,
malt,"Malts, Grains & Fermentables",254,Black Treacle,
malt,"Malts, Grains & Fermentables",267,Mild Malt,
malt,"Malts, Grains & Fermentables",270,Black Malt - Organic,
malt,"Malts, Grains & Fermentables",271,Blackprinz Malt,
malt,"Malts, Grains & Fermentables",272,Bonlander,
malt,"Malts, Grains & Fermentables",273,CaraBrown,
malt,"Malts, Grains & Fermentables",278,Caramel/Crystal Malt 30L,
malt,"Malts, Grains & Fermentables",292,Cherrywood Smoke Malt,
malt,"Malts, Grains & Fermentables",302,Barley - Lightly Roasted,
malt,"Malts, Grains & Fermentables",306,Two-Row Pale Malt - Organic,
malt,"Malts, Grains & Fermentables",307,CaraPils/Dextrin Malt - Organic,
malt,"Malts, Grains & Fermentables",308,Chocolate Malt - Organic,
malt,"Malts, Grains & Fermentables",310,Munich Malt - Organic,
malt,"Malts, Grains & Fermentables",326,Caramel/Crystal Malt 135L,
malt,"Malts, Grains & Fermentables",327,Caramel/Crystal Malt 25L,
malt,"Malts, Grains & Fermentables",329,Caramel/Crystal Malt 65L,
malt,"Malts, Grains & Fermentables",338,Brown Malt,
malt,"Malts, Grains & Fermentables",339,Brown Sugar,
malt,"Malts, Grains & Fermentables",362,Caramel/Crystal Malt 20L,
malt,"Malts, Grains & Fermentables",364,Caramel/Crystal Malt - Gold,
malt,"Malts, Grains & Fermentables",365,CaraPils/Dextrin Malt,
malt,"Malts, Grains & Fermentables",366,CaraAmber,
malt,"Malts, Grains & Fermentables",367,CaraAroma,
malt,"Malts, Grains & Fermentables",368,CaraBelge,
malt,"Malts, Grains & Fermentables",369,CaraBohemian,
malt,"Malts, Grains & Fermentables",370,Carafa I,
malt,"Malts, Grains & Fermentables",371,Carafa II,
malt,"Malts, Grains & Fermentables",372,Carafa III,
malt,"Malts, Grains & Fermentables",376,CaraFoam,
malt,"Malts, Grains & Fermentables",378,Caramel/Crystal Malt,
malt,"Malts, Grains & Fermentables",382,Caramel/Crystal Malt 10L,
malt,"Malts, Grains & Fermentables",385,Caramel/Crystal Malt 40L,
malt,"Malts, Grains & Fermentables",386,Caramel/Crystal Malt 60L,
malt,"Malts, Grains & Fermentables",387,Caramel/Crystal Malt 80L,
malt,"Malts, Grains & Fermentables",388,Caramel/Crystal Malt 120L,
malt,"Malts, Grains & Fermentables",390,CaraMunich I,
malt,"Malts, Grains & Fermentables",391,CaraMunich II,
malt,"Malts, Grains & Fermentables",392,CaraMunich III,
malt,"Malts, Grains & Fermentables",393,CaraMunich 20L,
malt,"Malts, Grains & Fermentables",394,CaraMunich 40L,
malt,"Malts, Grains & Fermentables",395,CaraMunich 60L,
malt,"Malts, Grains & Fermentables",396,CaraRed,
malt,"Malts, Grains & Fermentables",397,CaraRye,
malt,"Malts, Grains & Fermentables",398,CaraStan,
malt,"Malts, Grains & Fermentables",399,CaraVienne Malt,
malt,"Malts, Grains & Fermentables",401,CaraWheat,
malt,"Malts, Grains & Fermentables",419,Munich Malt - Light,
malt,"Malts, Grains & Fermentables",420,Munich Wheat,
malt,"Malts, Grains & Fermentables",422,Peated Malt - Smoked,
malt,"Malts, Grains & Fermentables",423,Pilsner 2RS,
malt,"Malts, Grains & Fermentables",427,Cherry Smoked,
malt,"Malts, Grains & Fermentables",428,Chestnuts,
malt,"Malts, Grains & Fermentables",429,Chocolate Malt,
malt,"Malts, Grains & Fermentables",434,Chocolate Rye Malt,
malt,"Malts, Grains & Fermentables",437,Chocolate Wheat Malt,
malt,"Malts, Grains & Fermentables",439,Coffee Malt,
malt,"Malts, Grains & Fermentables",452,Corn Sugar/Dextrose,
malt,"Malts, Grains & Fermentables",455,Cornmeal,
malt,"Malts, Grains & Fermentables",471,Caramel/Crystal Malt 100L,
malt,"Malts, Grains & Fermentables",473,Caramel/Crystal Malt 110L,
malt,"Malts, Grains & Fermentables",476,Caramel/Crystal Malt 150L,
malt,"Malts, Grains & Fermentables",477,Caramel/Crystal Malt 15L,
malt,"Malts, Grains & Fermentables",478,Caramel/Crystal Malt 200L,
malt,"Malts, Grains & Fermentables",481,Caramel/Crystal Malt 45L,
malt,"Malts, Grains & Fermentables",482,Caramel/Crystal Malt 55L,
malt,"Malts, Grains & Fermentables",483,Caramel/Crystal Malt 5L,
malt,"Malts, Grains & Fermentables",485,Caramel/Crystal Malt 75L,
malt,"Malts, Grains & Fermentables",487,Caramel/Crystal Malt 90L,
malt,"Malts, Grains & Fermentables",492,Dark Chocolate,
malt,"Malts, Grains & Fermentables",501,Black Malt - Debittered,
malt,"Malts, Grains & Fermentables",504,Dememera Sugar,
malt,"Malts, Grains & Fermentables",507,Caramel/Crystal Malt 8L,
malt,"Malts, Grains & Fermentables",509,Pale Wheat,
malt,"Malts, Grains & Fermentables",519,Caramel/Crystal Malt 145L,
malt,"Malts, Grains & Fermentables",521,Caramel/Crystal Malt 50L,
malt,"Malts, Grains & Fermentables",522,Caramel/Crystal Malt 70L,
malt,"Malts, Grains & Fermentables",523,Caramel/Crystal Malt 95L,
malt,"Malts, Grains & Fermentables",525,Palev,
malt,"Malts, Grains & Fermentables",531,Extra Special Malt,
malt,"Malts, Grains & Fermentables",532,Corn - Field,
malt,"Malts, Grains & Fermentables",534,Barley - Flaked,
malt,"Malts, Grains & Fermentables",535,Corn - Flaked,
malt,"Malts, Grains & Fermentables",536,Oats - Flaked,
malt,"Malts, Grains & Fermentables",538,Rye - Flaked,
malt,"Malts, Grains & Fermentables",539,Wheat - Flaked,
malt,"Malts, Grains & Fermentables",541,CaraMunich 120L,
malt,"Malts, Grains & Fermentables",542,CaraMunich 80L,
malt,"Malts, Grains & Fermentables",544,Munich Malt 40L,
malt,"Malts, Grains & Fermentables",550,Fructose,
malt,"Malts, Grains & Fermentables",552,Munich Malt - Dark,
malt,"Malts, Grains & Fermentables",555,Pale Malt - Organic,
malt,"Malts, Grains & Fermentables",564,Caramel/Crystal Malt - Dark,
malt,"Malts, Grains & Fermentables",566,Caramel/Crystal Malt - Light,
malt,"Malts, Grains & Fermentables",567,Munich Malt 5L,
malt,"Malts, Grains & Fermentables",575,Wheat Malt - Light,
malt,"Malts, Grains & Fermentables",578,Glucose,
malt,"Malts, Grains & Fermentables",579,Oats - Golden Naked,
malt,"Malts, Grains & Fermentables",580,Golden Promise,
malt,"Malts, Grains & Fermentables",588,Honey,
malt,"Malts, Grains & Fermentables",589,Honey Malt,
malt,"Malts, Grains & Fermentables",618,Maltodextrin,
malt,"Malts, Grains & Fermentables",619,Maltoferm,
malt,"Malts, Grains & Fermentables",620,Maltose,
malt,"Malts, Grains & Fermentables",624,Maple Syrup,
malt,"Malts, Grains & Fermentables",626,Melanoidin Malt,
malt,"Malts, Grains & Fermentables",632,Lactose,
malt,"Malts, Grains & Fermentables",633,Millet,
malt,"Malts, Grains & Fermentables",650,Munich Malt,
malt,"Malts, Grains & Fermentables",651,Munich Malt 10L,
malt,"Malts, Grains & Fermentables",652,Munich Malt 20L,
malt,"Malts, Grains & Fermentables",692,Oats - Malted,
malt,"Malts, Grains & Fermentables",696,Oats - Steel Cut (Pinhead Oats),
malt,"Malts, Grains & Fermentables",697,Pale Malt - Optic,
malt,"Malts, Grains & Fermentables",701,Pale Chocolate Malt,
malt,"Malts, Grains & Fermentables",709,Pale Malt - Golden Promise,
malt,"Malts, Grains & Fermentables",711,Palm Sugar,
malt,"Malts, Grains & Fermentables",717,Pearl Malt,
malt,"Malts, Grains & Fermentables",718,Peated Malt,
malt,"Malts, Grains & Fermentables",719,Piloncillo,
malt,"Malts, Grains & Fermentables",720,Two-Row Pilsner Malt,
malt,"Malts, Grains & Fermentables",724,Pilsner Malt,
malt,"Malts, Grains & Fermentables",738,Wheat Malt - Red,
malt,"Malts, Grains & Fermentables",745,Wheat - Raw,
malt,"Malts, Grains & Fermentables",747,Rice - Hulls,
malt,"Malts, Grains & Fermentables",748,Rice - Flaked,
malt,"Malts, Grains & Fermentables",750,Rice - Red,
malt,"Malts, Grains & Fermentables",751,Rice - White,
malt,"Malts, Grains & Fermentables",753,Barley - Roasted,
malt,"Malts, Grains & Fermentables",757,Buckwheat - Roasted,
malt,"Malts, Grains & Fermentables",758,Hazelnut - Roasted,
malt,"Malts, Grains & Fermentables",760,Sorghum - Roasted,
malt,"Malts, Grains & Fermentables",761,Oats - Rolled,
malt,"Malts, Grains & Fermentables",766,Rye Malt,
malt,"Malts, Grains & Fermentables",769,Scottish Malt,
malt,"Malts, Grains & Fermentables",777,Caramel/Crystal Malt - Extra Dark,
malt,"Malts, Grains & Fermentables",780,Caramel/Crystal Malt - Heritage,
malt,"Malts, Grains & Fermentables",781,Caramel/Crystal Malt - Medium,
malt,"Malts, Grains & Fermentables",784,Two-Row Pale Malt - Smoked,
malt,"Malts, Grains & Fermentables",785,Smoked Malt,
malt,"Malts, Grains & Fermentables",786,Wheat Malt - Smoked,
malt,"Malts, Grains & Fermentables",790,Special B Malt,
malt,"Malts, Grains & Fermentables",791,Special Roast,
malt,"Malts, Grains & Fermentables",792,Spelt Malt,
malt,"Malts, Grains & Fermentables",802,Toasted Malt,
malt,"Malts, Grains & Fermentables",804,Wheat - Toasted,
malt,"Malts, Grains & Fermentables",806,Treacle,
malt,"Malts, Grains & Fermentables",809,Six-Row Pale Malt,
malt,"Malts, Grains & Fermentables",813,Victory Malt,
malt,"Malts, Grains & Fermentables",814,Vienna Malt,
malt,"Malts, Grains & Fermentables",828,CaraHell,
malt,"Malts, Grains & Fermentables",839,Munich Malt - Type I,
malt,"Malts, Grains & Fermentables",840,Munich Malt - Type II,
malt,"Malts, Grains & Fermentables",850,Vienna Red,
malt,"Malts, Grains & Fermentables",854,Wheat Malt,
malt,"Malts, Grains & Fermentables",857,Wheat Malt - Dark,
malt,"Malts, Grains & Fermentables",860,Wheat - Red,
malt,"Malts, Grains & Fermentables",861,Wheat - Roasted,
malt,"Malts, Grains & Fermentables",862,Wheat - Torrified,
malt,"Malts, Grains & Fermentables",865,Wheat Malt - White,
misc,Miscellaneous,876,Acid Blend,
misc,Miscellaneous,877,Agardhs Red Weed Gel,
misc,Miscellaneous,878,Agardhs Red Weed Powder,
misc,Miscellaneous,879,Agave Sweetener,
misc,Miscellaneous,880,Alehoof,
misc,Miscellaneous,881,Alexander's Muscat Grape Juice,
misc,Miscellaneous,882,Allspice,
misc,Miscellaneous,883,Almond,
misc,Miscellaneous,884,Almond Extract,
misc,Miscellaneous,885,Amchoor Powder,
misc,Miscellaneous,886,Amphora,
misc,Miscellaneous,887,Amylase Enzyme,
misc,Miscellaneous,888,Amyloglucosidase Enzyme,
misc,Miscellaneous,889,Anaheim Peppers,
misc,Miscellaneous,890,Ancho Chili,
misc,Miscellaneous,891,Ancho Chili Tea,
misc,Miscellaneous,892,Ancho Powder,
misc,Miscellaneous,893,Angelica,
misc,Miscellaneous,894,Anise Seed,
misc,Miscellaneous,895,"Anise, Star",
misc,Miscellaneous,896,"Anise, Whole Stars",
misc,Miscellaneous,897,"Anti-Foam, Dow Corning FG-10",
misc,Miscellaneous,898,apple brandy barrel,
misc,Miscellaneous,899,Apple Cider,
misc,Miscellaneous,900,Apple Extract,
misc,Miscellaneous,901,Apple Fruit Flavoring,
misc,Miscellaneous,902,Apple Jacks Cereal,
misc,Miscellaneous,903,Apple Juice,
misc,Miscellaneous,904,Apple Juice Concentrate,
misc,Miscellaneous,905,Apple Puree,
misc,Miscellaneous,906,"Apples, dried",
misc,Miscellaneous,907,"Apples, fresh",
misc,Miscellaneous,908,"Apples, Granny Smith",
misc,Miscellaneous,909,Applewood Chips,
misc,Miscellaneous,910,Apricot Extract,
misc,Miscellaneous,911,Apricot Fruit Flavoring,
misc,Miscellaneous,912,Apricot Puree,
misc,Miscellaneous,913,"Apricots, dried",
misc,Miscellaneous,914,"Apricots, fresh",
misc,Miscellaneous,915,Ascorbic Acid,
misc,Miscellaneous,916,Asian Pear,
misc,Miscellaneous,917,Asparagus,
misc,Miscellaneous,918,Bacon Infused Bourbon,
misc,Miscellaneous,919,"Bacon, cooked",
misc,Miscellaneous,920,"Bacon, dried/cured",
misc,Miscellaneous,921,Baking Soda,
misc,Miscellaneous,922,Balinese Long Pepper,
misc,Miscellaneous,923,Banana,
misc,Miscellaneous,924,Banana Extract,
misc,Miscellaneous,925,"Basil, Sweet",
misc,Miscellaneous,926,"Basil, Thai",
misc,Miscellaneous,927,Bay Leaf,
misc,Miscellaneous,928,Beach Plums,
misc,Miscellaneous,929,Beano Tablet,
misc,Miscellaneous,930,Bee Balm (Monarda ),
misc,Miscellaneous,931,Bee Pollen,
misc,Miscellaneous,932,Beech Chips,
misc,Miscellaneous,933,Beef Bouillon,
misc,Miscellaneous,934,"Beer, Bottle Dregs",
misc,Miscellaneous,935,Beets,
misc,Miscellaneous,936,Belgian Candi Sugar,
misc,Miscellaneous,937,Bentonite,
misc,Miscellaneous,938,Bergamot Orange Peel,
misc,Miscellaneous,939,Bilberry,
misc,Miscellaneous,940,Black Cardamom,
misc,Miscellaneous,941,Black Cherry,
misc,Miscellaneous,942,Black Cherry Bourbon (Jim Beam),
misc,Miscellaneous,943,Black Cherry Extract,
misc,Miscellaneous,944,Black Currant Extract,
misc,Miscellaneous,945,Black Mamba Hot Sauce,
misc,Miscellaneous,946,Black Peppercorn,
misc,Miscellaneous,947,Black Vodka - Blavod,
misc,Miscellaneous,948,black-eyed peas,
misc,Miscellaneous,949,Blackberries,
misc,Miscellaneous,950,Blackberry Extract,
misc,Miscellaneous,951,Blackberry Fruit Flavoring,
misc,Miscellaneous,952,Blackcurrants,
misc,Miscellaneous,953,Blood Orange Zest,
misc,Miscellaneous,954,Blue Lily Flowers,
misc,Miscellaneous,955,Blue Lotus Petals,
misc,Miscellaneous,956,Blueberries,
misc,Miscellaneous,957,"Blueberries, dried",
misc,Miscellaneous,958,Blueberry Extract,
misc,Miscellaneous,959,Blueberry Fruit Flavoring,
misc,Miscellaneous,960,Blueberry Puree,
misc,Miscellaneous,961,Bog Myrtle,
misc,Miscellaneous,962,Bottle Caps,
misc,Miscellaneous,963,Bourbon,
misc,Miscellaneous,964,Bourbon Barrel Chips,
misc,Miscellaneous,965,Boysenberry,
misc,Miscellaneous,966,Boysenberry Natural Fruit Flavor,
misc,Miscellaneous,967,Brandy,
misc,Miscellaneous,968,Brown Sugar,
misc,Miscellaneous,969,Burdock,
misc,Miscellaneous,970,Burton Water Salts,
misc,Miscellaneous,971,Butter,
misc,Miscellaneous,972,Butternut Squash,
misc,Miscellaneous,973,Butterscotch Extract,
misc,Miscellaneous,974,Cacao Nibs,
misc,Miscellaneous,975,Calabaza,
misc,Miscellaneous,976,Calcium Carbonate,
misc,Miscellaneous,977,Calcium Chloride,
misc,Miscellaneous,978,Campden Tablet,
misc,Miscellaneous,979,candi sugar soft brown,
misc,Miscellaneous,980,Candied Ginger,
misc,Miscellaneous,981,"Candy Sugar, Clear",
misc,Miscellaneous,982,Cane Sugar,
misc,Miscellaneous,983,cantaloupe,
misc,Miscellaneous,984,Cara Cara Orange,
misc,Miscellaneous,985,Cara Cara Orange Zest,
misc,Miscellaneous,986,Caramel,
misc,Miscellaneous,987,Caramel Coloring,
misc,Miscellaneous,988,Caraway Seed,
misc,Miscellaneous,989,Cardamom,
misc,Miscellaneous,990,Cardamom Seed,
misc,Miscellaneous,991,"Cardamom, brown",
misc,Miscellaneous,992,"Cardamom, Whole Green",
misc,Miscellaneous,993,Carraway Seeds,
misc,Miscellaneous,994,Carrot Juice,
misc,Miscellaneous,995,Cascade Hops,
misc,Miscellaneous,996,Cashews,
misc,Miscellaneous,997,Cayenne Powder,
misc,Miscellaneous,998,Celery Seed,
misc,Miscellaneous,999,Chai,
misc,Miscellaneous,1000,Chai Tea,
misc,Miscellaneous,1001,Chalk (CaCO3),
misc,Miscellaneous,1002,Chamomile,
misc,Miscellaneous,1003,Champagne Yeast,
misc,Miscellaneous,1004,Cheddar-Infused Vodka,
misc,Miscellaneous,1005,"Cheese, Parmesan",
misc,Miscellaneous,1006,Cherries,
misc,Miscellaneous,1007,"Cherries, dried",
misc,Miscellaneous,1008,"Cherries, Frozen",
misc,Miscellaneous,1009,"Cherries, Rainier",
misc,Miscellaneous,1010,"Cherries, sour",
misc,Miscellaneous,1011,Cherry Extract,
misc,Miscellaneous,1012,Cherry Fruit Flavoring,
misc,Miscellaneous,1013,Cherry Juice,
misc,Miscellaneous,1014,Cherry Puree,
misc,Miscellaneous,1015,Cherry Wood Chips,
misc,Miscellaneous,1016,Chicory,
misc,Miscellaneous,1017,"Chicory, roasted",
misc,Miscellaneous,1018,Chile de Arbol,
misc,Miscellaneous,1019,"Chile, Chipotle",
misc,Miscellaneous,1020,"Chile, Jalapeno",
misc,Miscellaneous,1021,Chili,
misc,Miscellaneous,1022,"Chili, Cascabel",
misc,Miscellaneous,1023,"Chili, Guajillo",
misc,Miscellaneous,1024,"Chili, Habanero",
misc,Miscellaneous,1025,Chinese Five Spice,
misc,Miscellaneous,1026,Chinese Rock Candy,
misc,Miscellaneous,1027,Chocolate Covered Espresso Beans,
misc,Miscellaneous,1028,Chocolate Cream Liquor,
misc,Miscellaneous,1029,Chocolate Extract,
